code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,course_length,date_registration,date_unregistration,status,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,mod_pres_vle_type_count,year,month,subject,final_result
BBB,2013J,605207,F,South East Region,Lower Than A Level,60-70%,35-55,0,120,Y,268,-31.0,268.0,keep,0.8333333333333334,71.08333333333333,473.0,470,7,1166,111,10,2013,Oct,SocSci,Pass
BBB,2013J,605246,F,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,268,-30.0,268.0,keep,0.9166666666666666,56.666666666666664,265.0,111,6,305,22,10,2013,Oct,SocSci,Pass
BBB,2013J,605255,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,268,-36.0,268.0,keep,0.6666666666666666,56.333333333333336,847.0,188,6,410,43,10,2013,Oct,SocSci,Fail
BBB,2013J,605309,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-45.0,268.0,keep,0.08333333333333333,6.666666666666667,1568.0,31,7,57,11,10,2013,Oct,SocSci,Fail
BBB,2013J,605327,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,268,-31.0,268.0,keep,0.4166666666666667,22.833333333333332,1275.0,106,6,360,22,10,2013,Oct,SocSci,Fail
BBB,2013J,605390,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,268,-31.0,268.0,keep,0.8333333333333334,59.75,396.0,330,8,958,66,10,2013,Oct,SocSci,Pass
BBB,2013J,605438,F,Scotland,Post Graduate Qualification,60-70%,35-55,0,60,N,268,-38.0,268.0,keep,0.9166666666666666,89.66666666666667,265.0,323,7,823,55,10,2013,Oct,SocSci,Distinction
BBB,2013J,605594,F,London Region,Lower Than A Level,30-40%,0-35,0,120,N,268,-35.0,268.0,keep,0.5,35.5,1074.0,35,5,62,11,10,2013,Oct,SocSci,Fail
BBB,2013J,605595,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,Y,268,-44.0,268.0,keep,0.5833333333333334,35.25,978.0,163,7,464,25,10,2013,Oct,SocSci,Fail
BBB,2013J,605679,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,268,-36.0,268.0,keep,0.8333333333333334,54.0,431.0,40,5,78,11,10,2013,Oct,SocSci,Pass
BBB,2013J,605832,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,268,-21.0,268.0,keep,0.9166666666666666,73.5,265.0,60,7,167,11,10,2013,Oct,SocSci,Pass
BBB,2013J,605854,M,East Anglian Region,A Level or Equivalent,0-10%,35-55,0,60,N,268,-38.0,268.0,keep,0.9166666666666666,52.5,265.0,87,7,191,12,10,2013,Oct,SocSci,Fail
BBB,2013J,605882,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,268,-3.0,41.0,keep,0.08333333333333333,4.583333333333333,1568.0,4,4,6,2,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,605916,F,South Region,A Level or Equivalent,10-20,35-55,0,60,N,268,-44.0,268.0,keep,0.9166666666666666,73.25,265.0,837,9,2713,162,10,2013,Oct,SocSci,Pass
BBB,2013J,605930,F,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,268,-17.0,268.0,keep,0.9166666666666666,62.75,265.0,56,8,172,14,10,2013,Oct,SocSci,Pass
BBB,2013J,606063,F,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,268,-43.0,114.0,keep,0.08333333333333333,5.25,1568.0,22,6,43,5,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,606097,F,Wales,A Level or Equivalent,10-20,0-35,0,120,N,268,-35.0,268.0,keep,0.9166666666666666,73.75,265.0,265,7,618,59,10,2013,Oct,SocSci,Pass
BBB,2013J,606179,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,268,-43.0,268.0,keep,0.9166666666666666,82.0,265.0,216,7,551,53,10,2013,Oct,SocSci,Distinction
BBB,2013J,606194,F,South East Region,A Level or Equivalent,90-100%,35-55,0,120,N,268,-10.0,268.0,keep,0.8333333333333334,67.25,473.0,710,9,2663,154,10,2013,Oct,SocSci,Pass
BBB,2013J,606229,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,268,-42.0,268.0,keep,0.9166666666666666,72.08333333333333,265.0,123,8,338,28,10,2013,Oct,SocSci,Pass
BBB,2013J,606355,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,120,N,268,-42.0,150.0,keep,0.6666666666666666,47.083333333333336,847.0,479,8,1035,85,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,606377,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,268,-38.0,268.0,keep,0.5833333333333334,40.25,901.0,29,6,88,8,10,2013,Oct,SocSci,Pass
BBB,2013J,606388,F,Scotland,HE Qualification,0-10%,0-35,0,150,N,268,-17.0,67.0,keep,0.08333333333333333,6.583333333333333,1568.0,30,5,70,11,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,606410,M,Ireland,Lower Than A Level,10-20,0-35,0,60,N,268,-22.0,268.0,keep,0.9166666666666666,75.08333333333333,265.0,143,7,283,43,10,2013,Oct,SocSci,Pass
BBB,2013J,606412,F,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,268,-17.0,268.0,keep,0.6666666666666666,32.666666666666664,546.0,99,8,166,29,10,2013,Oct,SocSci,Pass
BBB,2013J,606414,F,Ireland,A Level or Equivalent,60-70%,35-55,0,60,N,268,-22.0,268.0,keep,0.9166666666666666,69.58333333333333,265.0,290,8,622,73,10,2013,Oct,SocSci,Pass
BBB,2013J,606420,F,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,268,-8.0,268.0,keep,0.9166666666666666,69.0,265.0,403,9,1075,97,10,2013,Oct,SocSci,Pass
BBB,2013J,606422,F,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,268,-31.0,268.0,keep,0.9166666666666666,73.66666666666667,265.0,262,8,576,35,10,2013,Oct,SocSci,Pass
BBB,2013J,606450,F,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,268,-25.0,268.0,keep,0.9166666666666666,72.5,265.0,370,8,642,108,10,2013,Oct,SocSci,Distinction
BBB,2013J,606458,F,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,268,-1.0,268.0,keep,0.8333333333333334,52.75,431.0,100,7,232,18,10,2013,Oct,SocSci,Pass
BBB,2013J,606465,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,268,-22.0,268.0,keep,0.75,66.75,527.0,98,7,218,28,10,2013,Oct,SocSci,Pass
BBB,2013J,606546,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,268,-42.0,268.0,keep,0.8333333333333334,66.16666666666667,473.0,162,8,382,39,10,2013,Oct,SocSci,Pass
BBB,2013J,606562,F,South Region,HE Qualification,40-50%,0-35,0,120,N,268,-42.0,268.0,keep,0.9166666666666666,83.75,265.0,573,8,2051,110,10,2013,Oct,SocSci,Distinction
BBB,2013J,606572,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,120,N,268,-30.0,268.0,keep,0.9166666666666666,74.16666666666667,265.0,428,7,1404,94,10,2013,Oct,SocSci,Pass
BBB,2013J,606651,F,South West Region,Lower Than A Level,60-70%,0-35,0,120,N,268,-38.0,268.0,keep,0.5,29.583333333333332,1144.0,68,8,156,11,10,2013,Oct,SocSci,Fail
BBB,2013J,606685,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,268,-21.0,268.0,keep,0.5833333333333334,53.0,943.0,324,8,926,95,10,2013,Oct,SocSci,Pass
BBB,2013J,606697,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,268,-10.0,268.0,keep,0.9166666666666666,66.91666666666667,265.0,431,7,799,87,10,2013,Oct,SocSci,Pass
BBB,2013J,606736,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,268,-38.0,73.0,keep,0.08333333333333333,7.5,1568.0,48,7,118,9,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,606762,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-38.0,268.0,keep,0.16666666666666666,14.5,1514.0,57,6,125,19,10,2013,Oct,SocSci,Fail
BBB,2013J,606827,F,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,268,-38.0,47.0,keep,0.08333333333333333,5.0,1568.0,24,7,36,5,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,607097,F,North Region,A Level or Equivalent,70-80%,0-35,0,120,N,268,-38.0,268.0,keep,0.9166666666666666,69.25,265.0,358,8,1099,61,10,2013,Oct,SocSci,Pass
BBB,2013J,607286,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,180,N,268,-22.0,89.0,keep,0.08333333333333333,5.916666666666667,1568.0,46,8,134,9,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,607300,F,London Region,Lower Than A Level,60-70%,0-35,0,120,N,268,10.0,268.0,keep,0.75,56.25,681.0,94,8,196,17,10,2013,Oct,SocSci,Fail
BBB,2013J,607309,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,268,-38.0,79.0,keep,0.25,18.583333333333332,1467.0,117,7,277,29,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,607382,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,268,-38.0,268.0,keep,0.16666666666666666,6.416666666666667,1521.0,2,1,2,2,10,2013,Oct,SocSci,Fail
BBB,2013J,607398,F,South East Region,A Level or Equivalent,10-20,35-55,0,60,N,268,-37.0,268.0,keep,0.9166666666666666,63.666666666666664,265.0,562,9,1602,101,10,2013,Oct,SocSci,Fail
BBB,2013J,607493,M,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,268,-22.0,268.0,keep,0.9166666666666666,74.66666666666667,265.0,215,8,518,60,10,2013,Oct,SocSci,Pass
BBB,2013J,607642,F,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,268,-19.0,268.0,keep,0.8333333333333334,63.666666666666664,473.0,85,7,169,14,10,2013,Oct,SocSci,Pass
BBB,2013J,607699,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-35.0,268.0,keep,0.5833333333333334,38.416666666666664,978.0,114,6,265,19,10,2013,Oct,SocSci,Fail
BBB,2013J,607725,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,268,-24.0,268.0,keep,0.9166666666666666,64.91666666666667,265.0,128,7,263,21,10,2013,Oct,SocSci,Pass
BBB,2013J,607735,F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,71.91666666666667,265.0,668,8,2452,117,10,2013,Oct,SocSci,Pass
BBB,2013J,607778,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,268,-37.0,268.0,keep,0.9166666666666666,67.08333333333333,265.0,221,8,528,34,10,2013,Oct,SocSci,Pass
BBB,2013J,607804,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,268,-28.0,268.0,keep,0.9166666666666666,77.5,265.0,126,7,352,31,10,2013,Oct,SocSci,Pass
BBB,2013J,607808,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,268,-31.0,268.0,keep,0.25,18.5,1467.0,30,5,52,10,10,2013,Oct,SocSci,Fail
BBB,2013J,607848,F,North Western Region,Lower Than A Level,20-30%,0-35,0,180,N,268,-28.0,115.0,keep,0.4166666666666667,34.166666666666664,1275.0,138,7,417,35,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,607887,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,268,-36.0,268.0,keep,0.9166666666666666,78.75,265.0,128,7,302,26,10,2013,Oct,SocSci,Pass
BBB,2013J,607889,F,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,80.25,265.0,250,8,631,63,10,2013,Oct,SocSci,Pass
BBB,2013J,607909,F,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,268,-29.0,268.0,keep,0.9166666666666666,81.08333333333333,265.0,116,7,253,25,10,2013,Oct,SocSci,Distinction
BBB,2013J,607914,F,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,268,-36.0,268.0,keep,0.9166666666666666,69.91666666666667,265.0,1008,10,2955,158,10,2013,Oct,SocSci,Pass
BBB,2013J,607937,F,Ireland,A Level or Equivalent,50-60%,35-55,0,60,N,268,-8.0,268.0,keep,0.9166666666666666,80.16666666666667,265.0,1052,8,3102,174,10,2013,Oct,SocSci,Pass
BBB,2013J,608000,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,Y,268,-35.0,268.0,keep,0.9166666666666666,76.66666666666667,265.0,410,8,1376,80,10,2013,Oct,SocSci,Pass
BBB,2013J,608041,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-36.0,268.0,keep,0.8333333333333334,73.41666666666667,473.0,333,7,916,59,10,2013,Oct,SocSci,Pass
BBB,2013J,608047,M,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,268,-36.0,268.0,keep,0.9166666666666666,71.41666666666667,265.0,170,9,455,34,10,2013,Oct,SocSci,Pass
BBB,2013J,608264,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,268,-36.0,268.0,keep,0.9166666666666666,66.25,265.0,264,7,838,47,10,2013,Oct,SocSci,Pass
BBB,2013J,608419,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,268,-35.0,268.0,keep,0.9166666666666666,80.16666666666667,265.0,408,7,1030,102,10,2013,Oct,SocSci,Pass
BBB,2013J,608497,F,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,268,-21.0,115.0,keep,0.25,19.916666666666668,1467.0,47,8,110,8,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,608564,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,268,-32.0,268.0,keep,0.5,33.666666666666664,1144.0,28,4,104,6,10,2013,Oct,SocSci,Fail
BBB,2013J,608578,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,74.66666666666667,265.0,286,8,843,69,10,2013,Oct,SocSci,Pass
BBB,2013J,608623,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,268,-35.0,268.0,keep,0.9166666666666666,65.75,265.0,192,8,546,36,10,2013,Oct,SocSci,Pass
BBB,2013J,608647,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,268,-3.0,268.0,keep,0.9166666666666666,59.916666666666664,265.0,157,9,369,38,10,2013,Oct,SocSci,Pass
BBB,2013J,608719,F,South East Region,Lower Than A Level,80-90%,35-55,0,120,N,268,-35.0,38.0,keep,0.08333333333333333,5.0,1568.0,61,6,154,11,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,608738,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,Y,268,-32.0,268.0,keep,0.8333333333333334,51.5,396.0,296,8,715,71,10,2013,Oct,SocSci,Fail
BBB,2013J,608939,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,120,N,268,-32.0,268.0,keep,0.08333333333333333,5.666666666666667,1568.0,89,8,273,16,10,2013,Oct,SocSci,Fail
BBB,2013J,608942,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,268,-28.0,128.0,keep,0.16666666666666666,12.333333333333334,1514.0,121,9,188,23,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,609010,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,268,-32.0,268.0,keep,0.8333333333333334,67.16666666666667,396.0,101,7,226,21,10,2013,Oct,SocSci,Pass
BBB,2013J,609046,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,78.08333333333333,265.0,434,7,925,96,10,2013,Oct,SocSci,Pass
BBB,2013J,609047,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,268,-22.0,268.0,keep,0.8333333333333334,62.916666666666664,473.0,350,8,904,66,10,2013,Oct,SocSci,Fail
BBB,2013J,609193,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,268,-32.0,33.0,keep,0.08333333333333333,5.666666666666667,1568.0,51,6,89,16,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,609230,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,268,-29.0,53.0,keep,0.08333333333333333,6.083333333333333,1568.0,133,7,396,15,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,609307,F,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,268,-31.0,268.0,keep,0.8333333333333334,74.0,319.0,341,9,1320,62,10,2013,Oct,SocSci,Pass
BBB,2013J,609422,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,120,N,268,-32.0,65.0,keep,0.25,20.583333333333332,1467.0,135,7,288,30,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,609510,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,268,-25.0,268.0,keep,0.4166666666666667,28.833333333333332,1275.0,54,6,105,19,10,2013,Oct,SocSci,Fail
BBB,2013J,609679,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,268,-25.0,268.0,keep,0.75,62.083333333333336,527.0,224,8,625,52,10,2013,Oct,SocSci,Pass
BBB,2013J,609704,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-25.0,268.0,keep,0.9166666666666666,73.33333333333333,265.0,226,7,669,58,10,2013,Oct,SocSci,Pass
BBB,2013J,609764,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,268,-24.0,268.0,keep,0.25,18.833333333333332,1467.0,33,7,106,10,10,2013,Oct,SocSci,Fail
BBB,2013J,609804,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,268,-29.0,268.0,keep,0.75,43.0,527.0,47,7,177,12,10,2013,Oct,SocSci,Fail
BBB,2013J,609811,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,81.91666666666667,265.0,677,8,2210,105,10,2013,Oct,SocSci,Distinction
BBB,2013J,609812,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,63.333333333333336,265.0,62,7,158,14,10,2013,Oct,SocSci,Pass
BBB,2013J,609815,F,Scotland,HE Qualification,80-90%,0-35,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,72.5,265.0,149,6,359,33,10,2013,Oct,SocSci,Pass
BBB,2013J,609817,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,268,-29.0,268.0,keep,0.6666666666666666,44.25,728.0,182,8,366,38,10,2013,Oct,SocSci,Pass
BBB,2013J,609850,F,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,268,-28.0,268.0,keep,0.16666666666666666,6.583333333333333,1521.0,49,5,210,8,10,2013,Oct,SocSci,Fail
BBB,2013J,609864,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,268,-29.0,268.0,keep,0.8333333333333334,54.083333333333336,361.0,68,7,145,17,10,2013,Oct,SocSci,Pass
BBB,2013J,609871,M,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,268,-29.0,268.0,keep,0.6666666666666666,44.583333333333336,623.0,76,7,167,20,10,2013,Oct,SocSci,Pass
BBB,2013J,609873,F,Scotland,HE Qualification,30-40%,0-35,0,120,N,268,-29.0,100.0,keep,0.16666666666666666,9.5,1521.0,35,6,77,13,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,609887,F,East Anglian Region,No Formal quals,10-20,0-35,0,60,N,268,-31.0,268.0,keep,0.16666666666666666,10.0,1514.0,67,7,150,13,10,2013,Oct,SocSci,Fail
BBB,2013J,610032,F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,268,-21.0,268.0,keep,0.9166666666666666,80.25,265.0,598,8,2333,98,10,2013,Oct,SocSci,Distinction
BBB,2013J,610059,F,Ireland,A Level or Equivalent,0-10%,0-35,1,60,N,268,-22.0,268.0,keep,0.8333333333333334,61.083333333333336,473.0,126,7,363,30,10,2013,Oct,SocSci,Pass
BBB,2013J,610260,F,South West Region,HE Qualification,70-80%,0-35,0,60,N,268,-28.0,268.0,keep,0.9166666666666666,81.16666666666667,265.0,288,7,660,60,10,2013,Oct,SocSci,Pass
BBB,2013J,610362,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,268,-30.0,268.0,keep,0.9166666666666666,67.91666666666667,265.0,279,7,667,52,10,2013,Oct,SocSci,Pass
BBB,2013J,610423,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,268,-29.0,268.0,keep,0.5,39.666666666666664,1144.0,124,7,297,20,10,2013,Oct,SocSci,Fail
BBB,2013J,610428,F,Wales,A Level or Equivalent,0-10%,35-55,0,60,N,268,-30.0,268.0,keep,0.75,55.5,562.0,140,7,340,26,10,2013,Oct,SocSci,Pass
BBB,2013J,610553,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,268,-30.0,268.0,keep,0.9166666666666666,61.416666666666664,265.0,127,9,287,33,10,2013,Oct,SocSci,Pass
BBB,2013J,610700,F,South West Region,Lower Than A Level,60-70%,0-35,0,120,N,268,-29.0,268.0,keep,0.25,17.666666666666668,1467.0,10,2,26,4,10,2013,Oct,SocSci,Fail
BBB,2013J,610725,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,268,-29.0,268.0,keep,0.75,49.333333333333336,527.0,33,6,81,9,10,2013,Oct,SocSci,Pass
BBB,2013J,610731,F,Wales,Lower Than A Level,90-100%,35-55,0,60,N,268,-29.0,268.0,keep,0.25,20.5,1418.0,31,5,84,8,10,2013,Oct,SocSci,Fail
BBB,2013J,610745,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,72.66666666666667,265.0,313,8,826,69,10,2013,Oct,SocSci,Pass
BBB,2013J,610750,F,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,79.41666666666667,265.0,265,8,709,46,10,2013,Oct,SocSci,Distinction
BBB,2013J,610763,M,Wales,HE Qualification,90-100%,0-35,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,83.75,265.0,102,7,221,34,10,2013,Oct,SocSci,Pass
BBB,2013J,610776,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,268,-29.0,268.0,keep,0.08333333333333333,3.3333333333333335,1533.0,37,8,106,4,10,2013,Oct,SocSci,Fail
BBB,2013J,610780,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,268,-28.0,268.0,keep,0.6666666666666666,50.166666666666664,812.0,55,7,116,11,10,2013,Oct,SocSci,Fail
BBB,2013J,610802,F,Wales,A Level or Equivalent,40-50%,35-55,0,120,N,268,-29.0,137.0,keep,0.3333333333333333,23.583333333333332,1336.0,263,7,525,40,10,2013,Oct,SocSci,Withdrawn
BBB,2013J,610804,F,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,268,-29.0,268.0,keep,0.3333333333333333,27.166666666666668,1371.0,55,6,162,6,10,2013,Oct,SocSci,Fail
BBB,2013J,610906,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,78.08333333333333,265.0,227,7,388,75,10,2013,Oct,SocSci,Pass
BBB,2013J,611004,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,268,-29.0,268.0,keep,0.25,17.333333333333332,1467.0,28,6,49,9,10,2013,Oct,SocSci,Fail
BBB,2013J,611012,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,68.58333333333333,265.0,377,9,799,48,10,2013,Oct,SocSci,Pass
BBB,2013J,611017,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,68.33333333333333,265.0,268,8,823,43,10,2013,Oct,SocSci,Pass
BBB,2013J,611023,F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,73.66666666666667,265.0,69,6,134,17,10,2013,Oct,SocSci,Pass
BBB,2013J,611048,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,268,-29.0,268.0,keep,0.08333333333333333,5.0,1568.0,28,4,44,7,10,2013,Oct,SocSci,Fail
BBB,2013J,611051,M,Wales,HE Qualification,30-40%,35-55,0,60,N,268,-29.0,268.0,keep,0.16666666666666666,6.0,1521.0,52,8,135,7,10,2013,Oct,SocSci,Fail
BBB,2013J,611060,F,Wales,HE Qualification,70-80%,35-55,0,60,N,268,-29.0,268.0,keep,0.9166666666666666,79.75,265.0,277,8,637,39,10,2013,Oct,SocSci,Pass
BBB,2013J,611182,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,268,-27.0,268.0,keep,0.3333333333333333,25.833333333333332,1371.0,31,7,56,8,10,2013,Oct,SocSci,Fail
BBB,2013J,611228,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,268,-28.0,268.0,keep,0.8333333333333334,67.0,473.0,176,9,419,38,10,2013,Oct,SocSci,Pass
BBB,2013J,611268,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,120,N,268,-28.0,268.0,keep,0.8333333333333334,69.16666666666667,431.0,294,8,1306,45,10,2013,Oct,SocSci,Fail
BBB,2013J,611315,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,268,-28.0,268.0,keep,0.8333333333333334,75.25,473.0,504,9,1832,94,10,2013,Oct,SocSci,Distinction
BBB,2013J,611383,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,268,-16.0,268.0,keep,0.8333333333333334,70.83333333333333,431.0,284,7,544,80,10,2013,Oct,SocSci,Distinction
BBB,2013J,611531,M,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,268,-21.0,268.0,keep,0.9166666666666666,77.75,265.0,986,7,3827,182,10,2013,Oct,SocSci,Pass
BBB,2013J,611688,F,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,268,-22.0,268.0,keep,0.8333333333333334,69.41666666666667,473.0,602,8,1776,98,10,2013,Oct,SocSci,Pass
BBB,2013J,611690,F,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,268,-4.0,268.0,keep,0.8333333333333334,65.75,396.0,114,7,347,26,10,2013,Oct,SocSci,Pass
BBB,2013J,612210,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,268,-24.0,268.0,keep,0.8333333333333334,61.333333333333336,361.0,253,7,540,47,10,2013,Oct,SocSci,Pass
BBB,2013J,612217,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,180,N,268,-15.0,268.0,keep,0.75,56.583333333333336,366.0,109,7,209,24,10,2013,Oct,SocSci,Pass
BBB,2013J,612252,M,South East Region,A Level or Equivalent,10-20,35-55,0,60,N,268,-24.0,268.0,keep,0.9166666666666666,77.5,265.0,196,7,491,46,10,2013,Oct,SocSci,Pass
BBB,2013J,612255,M,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,268,-24.0,268.0,keep,0.9166666666666666,82.16666666666667,265.0,264,7,610,63,10,2013,Oct,SocSci,Pass
BBB,2013J,612355,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,268,-24.0,268.0,keep,0.8333333333333334,78.0,319.0,253,7,669,50,10,2013,Oct,SocSci,Pass
BBB,2013J,612361,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,268,-24.0,268.0,keep,0.9166666666666666,72.66666666666667,265.0,329,8,931,50,10,2013,Oct,SocSci,Pass
BBB,2013J,612484,F,Ireland,A Level or Equivalent,60-70%,35-55,0,60,N,268,-4.0,268.0,keep,0.75,58.416666666666664,681.0,684,9,1607,123,10,2013,Oct,SocSci,Pass
