code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,course_length,date_registration,date_unregistration,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,mod_pres_vle_type_count,year,month,subject,final_result
BBB,2014B,235428,M,London Region,Lower Than A Level,20-30%,35-55,1,150,N,234,-131.0,234.0,0.8571428571428571,49.142857142857146,82.0,178.0,7.0,410.0,20.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,236161,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,234,-24.0,234.0,1.0,85.0,0.0,210.0,8.0,544.0,40.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,242390,F,London Region,Lower Than A Level,10-20,0-35,1,60,N,234,-51.0,234.0,0.5714285714285714,45.714285714285715,281.0,75.0,6.0,137.0,23.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,244064,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,234,-87.0,234.0,1.0,83.28571428571429,0.0,198.0,7.0,513.0,41.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,247292,F,Wales,Lower Than A Level,40-50%,35-55,0,60,N,234,-54.0,234.0,1.0,76.85714285714286,0.0,448.0,7.0,1976.0,102.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,247513,F,East Midlands Region,HE Qualification,40-50%,35-55,0,60,N,234,-54.0,234.0,1.0,92.14285714285714,0.0,180.0,7.0,459.0,40.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,250123,F,South Region,Lower Than A Level,0-10%,0-35,0,120,Y,234,-58.0,234.0,1.0,87.28571428571429,0.0,62.0,6.0,126.0,29.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,252652,F,London Region,A Level or Equivalent,50-60%,35-55,2,120,N,234,10.0,234.0,1.0,83.14285714285714,0.0,47.0,7.0,95.0,10.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,260955,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,120,N,234,-127.0,234.0,0.42857142857142855,28.714285714285715,398.0,161.0,7.0,326.0,32.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,262294,F,North Western Region,Lower Than A Level,0-10%,0-35,3,120,Y,234,-113.0,234.0,0.0,0.0,0.0,30.0,3.0,93.0,10.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,264106,F,South Region,Lower Than A Level,90-100%,35-55,0,120,N,234,-106.0,234.0,1.0,66.57142857142857,0.0,49.0,6.0,92.0,9.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,265958,F,North Western Region,Lower Than A Level,10-20,0-35,4,180,N,234,59.0,234.0,0.7142857142857143,54.57142857142857,234.0,28.0,5.0,110.0,10.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,268301,M,Scotland,HE Qualification,60-70%,35-55,0,75,N,234,-71.0,234.0,1.0,86.42857142857143,0.0,316.0,8.0,715.0,49.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,271467,F,South West Region,A Level or Equivalent,20-30%,35-55,0,150,N,234,-64.0,234.0,0.7142857142857143,57.285714285714285,129.0,71.0,6.0,155.0,13.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,275112,F,Wales,No Formal quals,0-10%,35-55,3,120,N,234,-127.0,234.0,1.0,13.571428571428571,0.0,106.0,7.0,477.0,22.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,282713,F,London Region,HE Qualification,0-10%,35-55,0,60,N,234,-75.0,234.0,1.0,69.28571428571429,0.0,201.0,10.0,554.0,49.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,283131,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,234,-31.0,234.0,1.0,83.14285714285714,0.0,174.0,8.0,385.0,33.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,283564,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,234,-127.0,234.0,1.0,63.142857142857146,0.0,193.0,7.0,488.0,48.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,283978,F,South West Region,A Level or Equivalent,20-30%,35-55,5,150,Y,234,-60.0,234.0,0.42857142857142855,34.285714285714285,286.0,19.0,3.0,42.0,4.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,285567,F,South West Region,Lower Than A Level,40-50%,35-55,0,90,N,234,-179.0,234.0,1.0,85.71428571428571,0.0,767.0,7.0,2214.0,101.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,286914,F,South Region,HE Qualification,40-50%,35-55,0,60,N,234,-73.0,234.0,0.8571428571428571,75.85714285714286,82.0,205.0,6.0,439.0,38.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,288967,M,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,234,-29.0,234.0,1.0,87.42857142857143,0.0,328.0,7.0,627.0,80.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,289108,F,Wales,A Level or Equivalent,30-40%,35-55,1,60,N,234,3.0,234.0,1.0,74.57142857142857,0.0,516.0,9.0,1374.0,66.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,290914,M,North Region,A Level or Equivalent,0-10%,0-35,2,120,Y,234,-145.0,234.0,1.0,82.42857142857143,0.0,20.0,5.0,34.0,10.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,291844,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,234,-116.0,234.0,0.8571428571428571,62.142857142857146,117.0,163.0,8.0,471.0,44.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,291848,F,Wales,HE Qualification,30-40%,35-55,3,120,N,234,-58.0,234.0,0.5714285714285714,26.571428571428573,246.0,69.0,7.0,134.0,14.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,293992,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,234,-36.0,234.0,1.0,70.85714285714286,0.0,133.0,7.0,341.0,32.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,294513,F,Wales,HE Qualification,80-90%,0-35,0,60,N,234,-24.0,234.0,1.0,88.28571428571429,0.0,467.0,7.0,1460.0,87.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,295728,F,Wales,Lower Than A Level,20-30%,0-35,2,120,N,234,-79.0,234.0,1.0,57.0,0.0,94.0,6.0,274.0,25.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,296232,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,234,-31.0,234.0,1.0,83.57142857142857,0.0,217.0,7.0,531.0,48.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,299027,F,Wales,Lower Than A Level,60-70%,35-55,0,120,N,234,-8.0,234.0,0.0,0.0,0.0,16.0,4.0,24.0,3.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,304607,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,234,-110.0,234.0,0.7142857142857143,59.142857142857146,234.0,145.0,5.0,238.0,55.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,305373,F,London Region,Lower Than A Level,0-10%,0-35,0,150,Y,234,-110.0,234.0,0.7142857142857143,58.857142857142854,199.0,107.0,7.0,262.0,26.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,307386,F,Ireland,HE Qualification,50-60%,0-35,2,180,N,234,-94.0,234.0,0.8571428571428571,73.28571428571429,82.0,66.0,6.0,176.0,24.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,308345,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,234,-17.0,234.0,0.2857142857142857,22.571428571428573,445.0,108.0,8.0,479.0,21.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,311599,F,London Region,A Level or Equivalent,90-100%,0-35,0,120,N,234,-36.0,234.0,1.0,89.14285714285714,0.0,93.0,7.0,174.0,29.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,311889,F,Wales,HE Qualification,10-20,35-55,0,60,N,234,-24.0,234.0,1.0,60.857142857142854,0.0,90.0,8.0,210.0,14.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,313246,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,234,-128.0,234.0,0.42857142857142855,28.714285714285715,363.0,30.0,7.0,98.0,12.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,318500,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,234,-289.0,234.0,0.8571428571428571,69.71428571428571,117.0,139.0,7.0,450.0,35.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,318876,F,London Region,A Level or Equivalent,40-50%,35-55,0,150,N,234,-179.0,234.0,1.0,86.14285714285714,0.0,172.0,8.0,450.0,32.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,319606,F,Ireland,A Level or Equivalent,30-40%,0-35,3,60,N,234,-60.0,234.0,1.0,82.28571428571429,0.0,68.0,7.0,140.0,11.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,320363,F,South Region,Lower Than A Level,20-30%,35-55,0,60,N,234,-79.0,234.0,1.0,63.857142857142854,0.0,52.0,7.0,125.0,7.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,321121,F,West Midlands Region,Lower Than A Level,40-50%,0-35,1,120,N,234,-73.0,234.0,1.0,89.71428571428571,0.0,126.0,7.0,269.0,28.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,321142,F,South West Region,Lower Than A Level,30-40%,0-35,1,60,N,234,-143.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Feb,SocSci,Fail
BBB,2014B,321346,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,Y,234,-87.0,234.0,1.0,80.85714285714286,0.0,136.0,7.0,383.0,23.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,322325,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,234,-29.0,234.0,0.7142857142857143,43.285714285714285,199.0,97.0,7.0,211.0,32.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,322509,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,234,-113.0,234.0,1.0,74.42857142857143,0.0,283.0,7.0,668.0,76.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,324907,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,234,-96.0,234.0,1.0,81.71428571428571,0.0,190.0,7.0,473.0,40.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,325080,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,234,-64.0,234.0,1.0,78.57142857142857,0.0,333.0,7.0,1080.0,64.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,325308,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,234,-103.0,234.0,0.5714285714285714,46.42857142857143,246.0,25.0,6.0,53.0,7.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,327003,F,South Region,HE Qualification,80-90%,0-35,0,90,N,234,-124.0,234.0,1.0,76.0,0.0,264.0,9.0,1255.0,59.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,327641,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,234,-135.0,234.0,1.0,62.714285714285715,0.0,46.0,5.0,83.0,13.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,331156,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,234,-41.0,234.0,0.5714285714285714,30.571428571428573,246.0,27.0,5.0,27.0,13.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,334023,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,234,-31.0,234.0,1.0,82.0,0.0,90.0,8.0,198.0,23.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,334565,M,Wales,Post Graduate Qualification,80-90%,35-55,1,120,N,234,-29.0,234.0,1.0,90.28571428571429,0.0,498.0,8.0,1923.0,132.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,334981,F,South Region,A Level or Equivalent,70-80%,35-55,6,120,N,234,-64.0,234.0,1.0,84.14285714285714,0.0,24.0,4.0,75.0,4.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,336356,F,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,234,-97.0,234.0,1.0,88.57142857142857,0.0,215.0,7.0,572.0,52.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,338168,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,120,N,234,-8.0,234.0,0.5714285714285714,40.285714285714285,169.0,130.0,9.0,307.0,25.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,339381,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,234,-66.0,234.0,1.0,86.71428571428571,0.0,195.0,7.0,423.0,37.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,340831,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,1,60,N,234,11.0,234.0,1.0,85.85714285714286,0.0,113.0,7.0,267.0,38.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,342017,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,N,234,-89.0,234.0,0.42857142857142855,37.0,398.0,69.0,5.0,190.0,24.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,347864,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,1,60,N,234,-31.0,191.0,0.7142857142857143,55.0,234.0,91.0,6.0,191.0,30.0,10.0,2014,Feb,SocSci,Withdrawn
BBB,2014B,348771,F,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,234,-29.0,234.0,1.0,73.14285714285714,0.0,55.0,6.0,111.0,11.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,349258,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,234,-57.0,234.0,0.14285714285714285,10.285714285714286,485.0,14.0,4.0,32.0,3.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,352009,M,West Midlands Region,HE Qualification,0-10%,35-55,0,60,N,234,-107.0,234.0,0.0,0.0,0.0,13.0,5.0,16.0,5.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,354984,F,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,234,-117.0,234.0,1.0,74.42857142857143,0.0,198.0,7.0,842.0,45.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,355147,F,South East Region,A Level or Equivalent,70-80%,35-55,1,120,N,234,-110.0,234.0,1.0,84.85714285714286,0.0,209.0,7.0,456.0,58.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,355369,F,Yorkshire Region,A Level or Equivalent,80-90%,35-55,2,60,N,234,-124.0,234.0,0.0,0.0,0.0,3.0,2.0,9.0,2.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,355643,F,Ireland,A Level or Equivalent,60-70%,0-35,0,60,N,234,-102.0,234.0,1.0,69.57142857142857,0.0,90.0,7.0,227.0,18.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,356386,F,South West Region,Lower Than A Level,20-30%,0-35,1,60,Y,234,-78.0,234.0,0.7142857142857143,48.857142857142854,199.0,122.0,7.0,304.0,23.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,358956,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,120,N,234,-32.0,234.0,1.0,79.0,0.0,256.0,7.0,584.0,64.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,359438,F,Wales,A Level or Equivalent,20-30%,0-35,2,60,N,234,-127.0,234.0,1.0,87.57142857142857,0.0,52.0,6.0,129.0,12.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,360190,F,South West Region,Lower Than A Level,50-60%,0-35,1,180,N,234,-82.0,234.0,0.7142857142857143,34.42857142857143,129.0,26.0,5.0,50.0,7.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,363110,F,South East Region,A Level or Equivalent,20-30%,0-35,1,180,N,234,-137.0,234.0,1.0,71.85714285714286,0.0,99.0,7.0,172.0,18.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,363396,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,234,-51.0,234.0,1.0,88.0,0.0,209.0,7.0,386.0,56.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,365111,F,Scotland,HE Qualification,30-40%,0-35,1,75,Y,234,-75.0,198.0,0.7142857142857143,54.142857142857146,234.0,132.0,8.0,333.0,23.0,10.0,2014,Feb,SocSci,Withdrawn
BBB,2014B,365488,F,Wales,A Level or Equivalent,60-70%,0-35,2,60,N,234,-31.0,234.0,0.14285714285714285,8.0,485.0,9.0,4.0,14.0,4.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,367535,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,234,-36.0,234.0,1.0,66.14285714285714,0.0,175.0,7.0,366.0,52.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,369715,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,Y,234,-36.0,234.0,0.8571428571428571,63.142857142857146,82.0,149.0,7.0,470.0,34.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,370008,F,Scotland,A Level or Equivalent,30-40%,0-35,2,120,N,234,-60.0,234.0,0.8571428571428571,75.14285714285714,117.0,230.0,6.0,824.0,51.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,372997,F,Wales,HE Qualification,80-90%,35-55,0,120,N,234,-92.0,234.0,1.0,92.14285714285714,0.0,241.0,8.0,792.0,43.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,374747,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,234,-29.0,234.0,1.0,62.42857142857143,0.0,84.0,6.0,219.0,18.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,375711,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,234,-60.0,234.0,0.14285714285714285,10.571428571428571,485.0,15.0,5.0,25.0,5.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,375717,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,234,-36.0,234.0,1.0,93.28571428571429,0.0,347.0,8.0,794.0,69.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,376868,F,East Midlands Region,Lower Than A Level,10-20,0-35,4,180,N,234,-124.0,234.0,0.0,0.0,0.0,6.0,4.0,21.0,2.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,377469,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,234,-173.0,234.0,1.0,79.0,0.0,113.0,7.0,235.0,28.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,380184,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,210,N,234,-23.0,234.0,0.8571428571428571,53.857142857142854,47.0,119.0,7.0,317.0,19.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,380204,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,234,-68.0,234.0,1.0,88.57142857142857,0.0,377.0,8.0,966.0,55.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,381533,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,234,-64.0,234.0,1.0,78.14285714285714,0.0,422.0,8.0,1617.0,84.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,381544,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,234,-29.0,234.0,1.0,73.14285714285714,0.0,223.0,8.0,536.0,25.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,381909,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,120,N,234,-24.0,234.0,1.0,86.57142857142857,0.0,325.0,9.0,1133.0,53.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,381917,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,234,-94.0,234.0,1.0,87.0,0.0,613.0,8.0,1768.0,118.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,383241,F,Scotland,HE Qualification,60-70%,0-35,0,75,N,234,-134.0,234.0,1.0,71.0,0.0,474.0,8.0,1187.0,58.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,383967,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,90,N,234,-66.0,234.0,1.0,74.28571428571429,0.0,84.0,7.0,205.0,22.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,384636,F,Wales,Lower Than A Level,20-30%,0-35,0,120,N,234,-29.0,234.0,0.7142857142857143,59.714285714285715,199.0,190.0,7.0,434.0,43.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,384884,F,South Region,Lower Than A Level,60-70%,0-35,0,120,Y,234,-81.0,234.0,0.8571428571428571,69.57142857142857,117.0,232.0,8.0,777.0,56.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,386374,F,South Region,Lower Than A Level,10-20,0-35,2,60,N,234,-29.0,234.0,0.14285714285714285,12.857142857142858,485.0,6.0,2.0,18.0,4.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,389249,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,234,-36.0,234.0,1.0,79.85714285714286,0.0,106.0,7.0,292.0,36.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,391153,F,Ireland,A Level or Equivalent,20-30%,0-35,0,120,N,234,-17.0,234.0,1.0,87.14285714285714,0.0,259.0,8.0,772.0,40.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,391556,F,Wales,No Formal quals,0-10%,35-55,0,60,N,234,-32.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Feb,SocSci,Fail
BBB,2014B,392604,F,South Region,Lower Than A Level,80-90%,35-55,0,90,N,234,-168.0,234.0,1.0,85.57142857142857,0.0,389.0,9.0,944.0,81.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,392733,F,London Region,HE Qualification,0-10%,35-55,0,120,N,234,-51.0,234.0,0.14285714285714285,7.571428571428571,485.0,56.0,3.0,116.0,14.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,393131,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,234,-172.0,234.0,0.5714285714285714,49.57142857142857,316.0,55.0,7.0,111.0,11.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,394067,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,234,-128.0,234.0,1.0,89.85714285714286,0.0,98.0,7.0,193.0,40.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,394331,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,234,-97.0,234.0,1.0,82.71428571428571,0.0,260.0,7.0,601.0,59.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,394480,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,234,-131.0,234.0,0.14285714285714285,10.428571428571429,485.0,22.0,4.0,42.0,3.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,394520,F,North Region,Lower Than A Level,80-90%,0-35,0,120,N,234,-114.0,234.0,1.0,66.42857142857143,0.0,122.0,6.0,254.0,25.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,395374,F,London Region,HE Qualification,30-40%,0-35,0,120,N,234,-29.0,234.0,1.0,82.57142857142857,0.0,170.0,7.0,363.0,66.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,396456,F,Wales,HE Qualification,40-50%,0-35,0,60,N,234,-24.0,234.0,1.0,81.14285714285714,0.0,232.0,7.0,545.0,55.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,396799,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,234,-68.0,234.0,1.0,82.57142857142857,0.0,281.0,7.0,616.0,59.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,397312,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,234,-149.0,234.0,1.0,72.14285714285714,0.0,251.0,8.0,823.0,50.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,397747,F,South Region,Lower Than A Level,50-60%,0-35,2,60,N,234,-22.0,234.0,0.8571428571428571,64.71428571428571,117.0,235.0,10.0,766.0,39.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,397829,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,234,-32.0,234.0,1.0,73.14285714285714,0.0,174.0,7.0,457.0,41.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,401441,F,South Region,Lower Than A Level,70-80%,35-55,1,60,N,234,-80.0,234.0,0.42857142857142855,36.142857142857146,398.0,72.0,8.0,292.0,14.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,405268,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,234,-18.0,234.0,0.8571428571428571,70.71428571428571,117.0,52.0,6.0,93.0,17.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,406600,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,234,-59.0,234.0,1.0,78.71428571428571,0.0,97.0,7.0,260.0,23.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,406974,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,240,N,234,-36.0,234.0,1.0,90.14285714285714,0.0,121.0,7.0,200.0,30.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,407545,F,South East Region,A Level or Equivalent,20-30%,0-35,0,75,N,234,-31.0,169.0,0.5714285714285714,47.857142857142854,239.0,76.0,6.0,155.0,20.0,10.0,2014,Feb,SocSci,Withdrawn
BBB,2014B,408581,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,1,180,N,234,-29.0,234.0,0.8571428571428571,73.28571428571429,117.0,206.0,8.0,498.0,36.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,411895,F,East Anglian Region,Lower Than A Level,0-10%,0-35,3,120,N,234,-131.0,234.0,0.42857142857142855,28.0,398.0,15.0,4.0,24.0,4.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,415298,F,South East Region,Lower Than A Level,50-60%,0-35,1,120,N,234,-136.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Feb,SocSci,Fail
BBB,2014B,417263,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,234,-75.0,234.0,1.0,82.85714285714286,0.0,201.0,7.0,608.0,55.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,417684,F,South East Region,A Level or Equivalent,20-30%,0-35,2,60,N,234,-29.0,234.0,1.0,88.28571428571429,0.0,269.0,7.0,638.0,59.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,420663,F,South East Region,Lower Than A Level,80-90%,0-35,1,60,N,234,-102.0,234.0,1.0,74.14285714285714,0.0,101.0,7.0,208.0,26.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,421326,F,Wales,Lower Than A Level,10-20,0-35,0,120,N,234,-61.0,234.0,0.8571428571428571,62.57142857142857,82.0,21.0,4.0,51.0,7.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,421992,F,East Anglian Region,Lower Than A Level,0-10%,0-35,2,60,N,234,-82.0,234.0,0.8571428571428571,74.28571428571429,117.0,184.0,7.0,719.0,30.0,10.0,2014,Feb,SocSci,Fail
BBB,2014B,423652,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,Y,234,-29.0,234.0,1.0,87.57142857142857,0.0,111.0,8.0,212.0,30.0,10.0,2014,Feb,SocSci,Distinction
BBB,2014B,424014,F,Scotland,Lower Than A Level,80-90%,35-55,2,120,N,234,-17.0,234.0,1.0,85.42857142857143,0.0,263.0,8.0,854.0,52.0,10.0,2014,Feb,SocSci,Pass
BBB,2014B,424863,F,Ireland,Lower Than A Level,60-70%,0-35,4,120,N,234,-52.0,234.0,0.14285714285714285,8.571428571428571,485.0,30.0,7.0,64.0,6.0,10.0,2014,Feb,SocSci,Fail
