code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,course_length,date_registration,date_unregistration,status,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,mod_pres_vle_type_count,year,month,subject,final_result
BBB,M,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,234,-32.0,234.0,keep,0.75,61.333333333333336,619.0,347,7,778,81,10,2014,Feb,SocSci,Pass
BBB,M,East Midlands Region,HE Qualification,20-30%,35-55,1,120,N,234,-120.0,234.0,keep,0.9166666666666666,68.66666666666667,231.0,414,8,948,88,10,2014,Feb,SocSci,Pass
BBB,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,234,-97.0,234.0,keep,0.9166666666666666,83.75,231.0,129,8,267,29,10,2014,Feb,SocSci,Distinction
BBB,F,Scotland,A Level or Equivalent,40-50%,0-35,0,180,Y,234,-92.0,234.0,keep,0.9166666666666666,81.75,231.0,435,8,1065,90,10,2014,Feb,SocSci,Distinction
BBB,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,234,-124.0,234.0,keep,0.25,11.0,1286.0,6,2,8,5,10,2014,Feb,SocSci,Fail
BBB,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,234,-29.0,234.0,keep,0.5,30.083333333333332,788.0,124,7,249,36,10,2014,Feb,SocSci,Fail
BBB,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,234,-31.0,234.0,keep,0.8333333333333334,60.583333333333336,243.0,104,7,324,21,10,2014,Feb,SocSci,Fail
BBB,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,Y,234,-24.0,234.0,keep,0.6666666666666666,42.5,624.0,128,6,298,34,10,2014,Feb,SocSci,Fail
BBB,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,234,-67.0,234.0,keep,0.8333333333333334,59.0,425.0,99,7,195,27,10,2014,Feb,SocSci,Pass
BBB,M,East Midlands Region,HE Qualification,10-20,35-55,0,130,N,234,-116.0,234.0,keep,0.75,57.833333333333336,619.0,66,6,133,19,10,2014,Feb,SocSci,Fail
BBB,F,South West Region,A Level or Equivalent,50-60%,35-55,1,120,N,234,-102.0,234.0,keep,0.5,41.0,1040.0,110,8,312,24,10,2014,Feb,SocSci,Fail
BBB,F,Wales,Lower Than A Level,20-30%,0-35,1,120,N,234,-72.0,234.0,keep,0.9166666666666666,78.0,231.0,621,7,1994,128,10,2014,Feb,SocSci,Pass
BBB,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,234,-65.0,234.0,keep,0.9166666666666666,71.83333333333333,231.0,140,6,286,32,10,2014,Feb,SocSci,Pass
BBB,M,West Midlands Region,HE Qualification,50-60%,0-35,1,60,N,234,-79.0,234.0,keep,0.9166666666666666,86.25,231.0,313,8,804,61,10,2014,Feb,SocSci,Distinction
BBB,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,234,-74.0,234.0,keep,0.9166666666666666,73.33333333333333,231.0,192,7,531,37,10,2014,Feb,SocSci,Pass
BBB,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,150,N,234,-29.0,234.0,keep,0.8333333333333334,69.16666666666667,383.0,40,4,113,6,10,2014,Feb,SocSci,Pass
BBB,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,234,-60.0,234.0,keep,0.6666666666666666,52.25,771.0,98,6,285,20,10,2014,Feb,SocSci,Fail
BBB,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,234,-35.0,234.0,keep,0.9166666666666666,64.66666666666667,231.0,82,5,194,29,10,2014,Feb,SocSci,Pass
BBB,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,234,-27.0,234.0,keep,0.9166666666666666,79.41666666666667,231.0,668,9,2245,135,10,2014,Feb,SocSci,Pass
BBB,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,234,-88.0,234.0,keep,0.9166666666666666,82.66666666666667,231.0,310,7,671,75,10,2014,Feb,SocSci,Distinction
BBB,F,Wales,HE Qualification,50-60%,0-35,1,120,N,234,-24.0,234.0,keep,0.8333333333333334,65.75,383.0,127,7,372,28,10,2014,Feb,SocSci,Pass
BBB,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,Y,234,-89.0,234.0,keep,0.9166666666666666,78.58333333333333,231.0,671,8,1815,136,10,2014,Feb,SocSci,Pass
BBB,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,234,-211.0,234.0,keep,0.9166666666666666,71.16666666666667,231.0,99,7,209,23,10,2014,Feb,SocSci,Pass
BBB,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,234,-31.0,234.0,keep,0.9166666666666666,70.58333333333333,231.0,125,8,302,27,10,2014,Feb,SocSci,Pass
BBB,F,South West Region,A Level or Equivalent,80-90%,0-35,1,180,N,234,-110.0,234.0,keep,0.9166666666666666,80.75,231.0,158,7,345,47,10,2014,Feb,SocSci,Distinction
BBB,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,234,-75.0,234.0,keep,0.9166666666666666,67.66666666666667,231.0,1171,9,2998,135,10,2014,Feb,SocSci,Pass
BBB,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,234,-124.0,234.0,keep,0.9166666666666666,76.83333333333333,231.0,223,7,718,61,10,2014,Feb,SocSci,Distinction
BBB,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,75,N,234,-67.0,234.0,keep,0.9166666666666666,72.25,231.0,254,7,1068,52,10,2014,Feb,SocSci,Pass
BBB,F,South West Region,Lower Than A Level,30-40%,0-35,1,120,N,234,-89.0,234.0,keep,0.9166666666666666,71.66666666666667,231.0,77,7,207,21,10,2014,Feb,SocSci,Pass
BBB,F,North Western Region,Lower Than A Level,10-20,0-35,0,75,N,234,-143.0,234.0,keep,0.6666666666666666,49.333333333333336,736.0,417,9,779,88,10,2014,Feb,SocSci,Fail
BBB,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,120,N,234,-124.0,234.0,keep,0.9166666666666666,66.25,231.0,207,8,562,58,10,2014,Feb,SocSci,Pass
BBB,M,Scotland,A Level or Equivalent,30-40%,0-35,1,120,N,234,-138.0,234.0,keep,0.9166666666666666,82.25,231.0,103,7,224,26,10,2014,Feb,SocSci,Pass
BBB,M,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,234,-106.0,234.0,keep,0.8333333333333334,61.416666666666664,313.0,247,8,473,95,10,2014,Feb,SocSci,Pass
BBB,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,234,-261.0,234.0,keep,0.4166666666666667,32.083333333333336,1157.0,106,8,239,28,10,2014,Feb,SocSci,Fail
BBB,F,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,234,-53.0,234.0,keep,0.3333333333333333,28.0,1239.0,41,5,138,6,10,2014,Feb,SocSci,Fail
BBB,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,234,-24.0,234.0,keep,0.8333333333333334,65.25,425.0,380,8,1107,76,10,2014,Feb,SocSci,Pass
BBB,F,North Region,Lower Than A Level,10-20,0-35,0,120,N,234,-100.0,234.0,keep,0.08333333333333333,6.25,1408.0,58,7,153,13,10,2014,Feb,SocSci,Fail
BBB,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,234,-113.0,234.0,keep,0.8333333333333334,45.0,425.0,229,9,555,43,10,2014,Feb,SocSci,Pass
BBB,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,234,-36.0,234.0,keep,0.75,59.666666666666664,577.0,203,7,583,43,10,2014,Feb,SocSci,Pass
BBB,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,234,-136.0,234.0,keep,0.9166666666666666,73.58333333333333,231.0,436,7,1553,102,10,2014,Feb,SocSci,Pass
BBB,F,East Midlands Region,Lower Than A Level,50-60%,0-35,1,120,N,234,-73.0,234.0,keep,0.75,54.333333333333336,619.0,40,5,85,10,10,2014,Feb,SocSci,Pass
BBB,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,234,-53.0,234.0,keep,0.8333333333333334,66.41666666666667,425.0,109,7,252,25,10,2014,Feb,SocSci,Pass
BBB,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,234,-32.0,234.0,keep,0.9166666666666666,76.66666666666667,231.0,122,7,291,25,10,2014,Feb,SocSci,Pass
BBB,F,London Region,Lower Than A Level,30-40%,35-55,0,60,Y,234,-52.0,234.0,keep,0.9166666666666666,73.58333333333333,231.0,454,7,1420,83,10,2014,Feb,SocSci,Pass
BBB,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,120,N,234,-153.0,234.0,keep,0.08333333333333333,3.3333333333333335,1408.0,43,7,94,8,10,2014,Feb,SocSci,Fail
BBB,F,East Midlands Region,Lower Than A Level,90-100%,35-55,1,120,N,234,-71.0,234.0,keep,0.9166666666666666,69.58333333333333,231.0,508,7,1095,88,10,2014,Feb,SocSci,Pass
BBB,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,234,-32.0,234.0,keep,0.8333333333333334,60.666666666666664,425.0,71,7,360,10,10,2014,Feb,SocSci,Pass
BBB,F,South Region,A Level or Equivalent,40-50%,0-35,0,90,N,234,-31.0,234.0,keep,0.9166666666666666,65.08333333333333,231.0,165,7,424,26,10,2014,Feb,SocSci,Pass
BBB,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,234,-36.0,234.0,keep,0.9166666666666666,81.16666666666667,231.0,614,7,2839,104,10,2014,Feb,SocSci,Pass
BBB,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,234,-51.0,234.0,keep,0.9166666666666666,69.25,231.0,255,7,787,55,10,2014,Feb,SocSci,Pass
BBB,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,234,-29.0,234.0,keep,0.9166666666666666,79.16666666666667,231.0,313,7,742,84,10,2014,Feb,SocSci,Pass
BBB,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,234,-29.0,234.0,keep,0.9166666666666666,58.75,231.0,140,7,362,29,10,2014,Feb,SocSci,Pass
BBB,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,234,-18.0,234.0,keep,0.9166666666666666,74.33333333333333,231.0,275,7,812,54,10,2014,Feb,SocSci,Pass
BBB,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,234,-15.0,234.0,keep,0.8333333333333334,69.66666666666667,383.0,227,7,620,47,10,2014,Feb,SocSci,Pass
BBB,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,120,N,234,-89.0,234.0,keep,0.75,62.25,507.0,138,7,254,39,10,2014,Feb,SocSci,Fail
BBB,F,Scotland,A Level or Equivalent,0-10%,35-55,0,60,Y,234,-47.0,234.0,keep,0.9166666666666666,84.75,231.0,1450,8,4945,194,10,2014,Feb,SocSci,Distinction
BBB,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,234,-52.0,234.0,keep,0.9166666666666666,87.58333333333333,231.0,637,8,2422,94,10,2014,Feb,SocSci,Distinction
BBB,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,234,-24.0,234.0,keep,0.8333333333333334,64.66666666666667,425.0,359,7,1352,82,10,2014,Feb,SocSci,Pass
BBB,F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,120,N,234,-32.0,234.0,keep,0.8333333333333334,74.0,348.0,185,7,401,51,10,2014,Feb,SocSci,Pass
BBB,F,Ireland,Lower Than A Level,10-20,0-35,1,180,N,234,-108.0,234.0,keep,0.9166666666666666,63.083333333333336,231.0,218,6,560,57,10,2014,Feb,SocSci,Pass
BBB,F,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,234,-66.0,234.0,keep,0.9166666666666666,66.75,231.0,262,8,607,48,10,2014,Feb,SocSci,Pass
BBB,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,Y,234,-74.0,234.0,keep,0.8333333333333334,55.583333333333336,425.0,243,8,565,52,10,2014,Feb,SocSci,Pass
BBB,M,London Region,HE Qualification,10-20,0-35,0,120,N,234,-110.0,234.0,keep,0.9166666666666666,68.75,231.0,185,8,344,64,10,2014,Feb,SocSci,Pass
BBB,F,Scotland,HE Qualification,80-90%,0-35,0,120,N,234,-82.0,234.0,keep,0.75,52.583333333333336,542.0,176,7,357,53,10,2014,Feb,SocSci,Fail
BBB,M,South East Region,HE Qualification,20-30%,0-35,1,180,N,234,-73.0,234.0,keep,0.9166666666666666,82.75,231.0,108,7,201,44,10,2014,Feb,SocSci,Pass
BBB,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,234,-123.0,234.0,keep,0.8333333333333334,74.75,313.0,89,7,213,18,10,2014,Feb,SocSci,Distinction
BBB,F,East Anglian Region,Lower Than A Level,70-80%,35-55,1,120,N,234,-23.0,234.0,keep,0.9166666666666666,41.25,231.0,45,6,91,8,10,2014,Feb,SocSci,Pass
BBB,F,South Region,A Level or Equivalent,20-30%,0-35,1,180,N,234,-141.0,234.0,keep,0.8333333333333334,69.08333333333333,348.0,72,7,154,17,10,2014,Feb,SocSci,Pass
BBB,F,South East Region,A Level or Equivalent,20-30%,35-55,0,120,N,234,-51.0,234.0,keep,0.9166666666666666,78.41666666666667,231.0,286,8,1130,58,10,2014,Feb,SocSci,Distinction
BBB,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,234,-17.0,234.0,keep,0.8333333333333334,66.5,383.0,202,9,458,56,10,2014,Feb,SocSci,Pass
BBB,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,234,-227.0,234.0,keep,0.9166666666666666,66.25,231.0,143,7,279,37,10,2014,Feb,SocSci,Pass
BBB,F,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,234,-248.0,234.0,keep,0.9166666666666666,60.5,231.0,250,7,510,48,10,2014,Feb,SocSci,Pass
BBB,F,South East Region,Lower Than A Level,80-90%,0-35,1,120,N,234,-81.0,234.0,keep,0.9166666666666666,73.16666666666667,231.0,189,7,362,44,10,2014,Feb,SocSci,Pass
BBB,F,South Region,Lower Than A Level,60-70%,0-35,0,120,N,234,-258.0,234.0,keep,0.9166666666666666,88.0,231.0,561,8,1254,155,10,2014,Feb,SocSci,Distinction
BBB,F,North Western Region,Lower Than A Level,20-30%,35-55,1,120,N,234,-86.0,234.0,keep,0.16666666666666666,15.0,1291.0,28,6,174,4,10,2014,Feb,SocSci,Fail
BBB,F,South East Region,Lower Than A Level,60-70%,35-55,1,120,N,234,-89.0,234.0,keep,0.9166666666666666,78.58333333333333,231.0,198,9,462,38,10,2014,Feb,SocSci,Pass
BBB,F,South Region,HE Qualification,90-100%,0-35,0,60,N,234,-29.0,234.0,keep,0.9166666666666666,70.5,231.0,285,7,609,50,10,2014,Feb,SocSci,Pass
BBB,F,South West Region,Lower Than A Level,0-10%,0-35,1,120,N,234,-12.0,234.0,keep,0.08333333333333333,4.25,1408.0,3,2,3,2,10,2014,Feb,SocSci,Fail
BBB,F,South West Region,HE Qualification,30-40%,0-35,0,120,N,234,-29.0,234.0,keep,0.3333333333333333,25.666666666666668,1239.0,63,6,118,13,10,2014,Feb,SocSci,Fail
BBB,F,North Region,Lower Than A Level,30-40%,0-35,0,120,N,234,-131.0,234.0,keep,0.4166666666666667,33.25,1157.0,110,8,286,13,10,2014,Feb,SocSci,Fail
BBB,F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,120,N,234,-108.0,234.0,keep,0.8333333333333334,66.66666666666667,348.0,342,8,988,74,10,2014,Feb,SocSci,Pass
BBB,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,234,-31.0,234.0,keep,0.75,59.833333333333336,535.0,176,8,587,40,10,2014,Feb,SocSci,Fail
BBB,F,South Region,A Level or Equivalent,60-70%,0-35,0,180,N,234,27.0,234.0,keep,0.8333333333333334,80.83333333333333,348.0,492,8,2380,83,10,2014,Feb,SocSci,Distinction
BBB,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,240,N,234,-68.0,234.0,keep,0.9166666666666666,56.666666666666664,231.0,193,7,443,48,10,2014,Feb,SocSci,Pass
BBB,F,South West Region,Lower Than A Level,90-100%,0-35,0,180,N,234,-103.0,234.0,keep,0.9166666666666666,74.41666666666667,231.0,438,8,1050,124,10,2014,Feb,SocSci,Pass
BBB,F,South West Region,Lower Than A Level,70-80%,0-35,1,120,N,234,-129.0,234.0,keep,0.25,15.166666666666666,1321.0,59,8,174,10,10,2014,Feb,SocSci,Fail
BBB,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,234,-270.0,234.0,keep,0.5833333333333334,53.583333333333336,888.0,215,7,501,53,10,2014,Feb,SocSci,Fail
BBB,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,234,-32.0,234.0,keep,0.75,49.166666666666664,430.0,117,7,253,24,10,2014,Feb,SocSci,Fail
BBB,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,234,-58.0,234.0,keep,0.9166666666666666,55.0,231.0,131,8,382,18,10,2014,Feb,SocSci,Fail
BBB,M,North Western Region,HE Qualification,0-10%,0-35,0,120,N,234,-261.0,234.0,keep,0.9166666666666666,78.16666666666667,231.0,392,9,768,79,10,2014,Feb,SocSci,Pass
BBB,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,234,-29.0,234.0,keep,0.9166666666666666,72.08333333333333,231.0,177,8,375,34,10,2014,Feb,SocSci,Pass
BBB,F,London Region,A Level or Equivalent,50-60%,0-35,0,120,N,234,-89.0,234.0,keep,0.9166666666666666,75.58333333333333,231.0,335,7,1310,72,10,2014,Feb,SocSci,Pass
BBB,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,120,N,234,-68.0,234.0,keep,0.3333333333333333,24.166666666666668,1204.0,42,7,77,8,10,2014,Feb,SocSci,Fail
BBB,F,Wales,Lower Than A Level,80-90%,35-55,0,60,N,234,-47.0,234.0,keep,0.8333333333333334,68.66666666666667,425.0,294,8,920,57,10,2014,Feb,SocSci,Pass
BBB,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,234,-66.0,234.0,keep,0.9166666666666666,86.33333333333333,231.0,720,9,1917,168,10,2014,Feb,SocSci,Pass
BBB,F,South Region,Lower Than A Level,50-60%,0-35,0,120,N,234,-156.0,234.0,keep,0.9166666666666666,63.333333333333336,231.0,466,8,1270,85,10,2014,Feb,SocSci,Pass
BBB,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,234,-53.0,234.0,keep,0.6666666666666666,51.25,701.0,95,8,237,15,10,2014,Feb,SocSci,Pass
BBB,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,120,N,234,-103.0,234.0,keep,0.9166666666666666,76.75,231.0,325,8,1292,67,10,2014,Feb,SocSci,Distinction
BBB,F,South East Region,Lower Than A Level,80-90%,35-55,0,120,N,234,-235.0,234.0,keep,0.75,70.16666666666667,619.0,132,7,273,38,10,2014,Feb,SocSci,Distinction
BBB,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,234,-41.0,234.0,keep,0.9166666666666666,79.58333333333333,231.0,528,7,1790,118,10,2014,Feb,SocSci,Pass
BBB,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,234,-65.0,234.0,keep,0.9166666666666666,80.41666666666667,231.0,481,8,1577,113,10,2014,Feb,SocSci,Pass
BBB,F,Wales,Lower Than A Level,40-50%,0-35,1,120,N,234,-31.0,234.0,keep,0.4166666666666667,25.416666666666668,1157.0,73,6,196,17,10,2014,Feb,SocSci,Fail
BBB,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,234,-82.0,234.0,keep,0.8333333333333334,67.25,348.0,67,7,185,13,10,2014,Feb,SocSci,Pass
BBB,F,Scotland,HE Qualification,50-60%,35-55,1,120,Y,234,-123.0,234.0,keep,0.3333333333333333,24.833333333333332,1169.0,39,6,95,9,10,2014,Feb,SocSci,Fail
BBB,F,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,234,-73.0,234.0,keep,0.8333333333333334,65.83333333333333,425.0,240,7,512,57,10,2014,Feb,SocSci,Pass
BBB,F,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,234,-183.0,234.0,keep,0.8333333333333334,72.66666666666667,348.0,180,7,481,33,10,2014,Feb,SocSci,Distinction
BBB,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,234,-217.0,234.0,keep,0.8333333333333334,71.0,348.0,292,8,812,50,10,2014,Feb,SocSci,Pass
BBB,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,234,-151.0,234.0,keep,0.9166666666666666,86.16666666666667,231.0,134,7,382,21,10,2014,Feb,SocSci,Distinction
BBB,F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,234,-232.0,234.0,keep,0.9166666666666666,51.666666666666664,231.0,265,9,533,47,10,2014,Feb,SocSci,Fail
BBB,F,Wales,Lower Than A Level,0-10%,35-55,1,120,N,234,-53.0,234.0,keep,0.16666666666666666,9.833333333333334,1368.0,54,6,94,17,10,2014,Feb,SocSci,Fail
BBB,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,234,-225.0,234.0,keep,0.3333333333333333,15.583333333333334,1169.0,30,6,190,6,10,2014,Feb,SocSci,Fail
BBB,F,Wales,Lower Than A Level,40-50%,0-35,1,120,N,234,-114.0,234.0,keep,0.25,13.916666666666666,1286.0,1,1,1,1,10,2014,Feb,SocSci,Fail
BBB,F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,234,-29.0,234.0,keep,0.3333333333333333,26.0,1239.0,48,7,103,10,10,2014,Feb,SocSci,Fail
BBB,F,South East Region,A Level or Equivalent,80-90%,35-55,0,120,N,234,-94.0,234.0,keep,0.9166666666666666,81.16666666666667,231.0,206,7,384,54,10,2014,Feb,SocSci,Distinction
BBB,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,234,-59.0,234.0,keep,0.9166666666666666,79.58333333333333,231.0,1105,8,3662,157,10,2014,Feb,SocSci,Distinction
BBB,F,Yorkshire Region,HE Qualification,60-70%,0-35,0,60,N,234,-47.0,234.0,keep,0.9166666666666666,65.25,231.0,66,7,356,14,10,2014,Feb,SocSci,Pass
BBB,F,East Midlands Region,Lower Than A Level,80-90%,0-35,1,180,N,234,-61.0,234.0,keep,0.9166666666666666,82.0,231.0,584,7,1125,110,10,2014,Feb,SocSci,Pass
BBB,M,North Region,HE Qualification,80-90%,0-35,0,70,N,234,-52.0,234.0,keep,0.9166666666666666,85.16666666666667,231.0,232,7,494,67,10,2014,Feb,SocSci,Distinction
BBB,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,180,N,234,-88.0,234.0,keep,0.8333333333333334,66.58333333333333,425.0,347,8,775,79,10,2014,Feb,SocSci,Pass
BBB,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,Y,234,-200.0,234.0,keep,0.8333333333333334,68.16666666666667,383.0,412,7,1548,86,10,2014,Feb,SocSci,Pass
BBB,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,180,N,234,-134.0,234.0,keep,0.75,54.583333333333336,500.0,145,7,460,38,10,2014,Feb,SocSci,Fail
BBB,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,150,N,234,-36.0,234.0,keep,0.8333333333333334,64.91666666666667,425.0,495,8,2042,60,10,2014,Feb,SocSci,Pass
BBB,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,234,-110.0,234.0,keep,0.16666666666666666,12.333333333333334,1368.0,183,9,780,21,10,2014,Feb,SocSci,Fail
BBB,F,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,234,-65.0,234.0,keep,0.8333333333333334,60.333333333333336,383.0,49,5,101,10,10,2014,Feb,SocSci,Pass
BBB,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,234,-185.0,234.0,keep,0.9166666666666666,75.0,231.0,90,7,188,17,10,2014,Feb,SocSci,Pass
BBB,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,234,-193.0,234.0,keep,0.9166666666666666,85.0,231.0,247,7,586,68,10,2014,Feb,SocSci,Pass
BBB,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,234,-24.0,234.0,keep,0.9166666666666666,77.08333333333333,231.0,386,8,1004,84,10,2014,Feb,SocSci,Distinction
BBB,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,234,-29.0,234.0,keep,0.8333333333333334,65.75,348.0,116,8,312,27,10,2014,Feb,SocSci,Pass
BBB,F,Scotland,Lower Than A Level,70-80%,35-55,1,120,N,234,-87.0,234.0,keep,0.6666666666666666,51.916666666666664,736.0,593,9,2091,112,10,2014,Feb,SocSci,Fail
BBB,F,Scotland,A Level or Equivalent,70-80%,0-35,1,120,N,234,-110.0,234.0,keep,0.9166666666666666,85.66666666666667,231.0,801,8,2277,132,10,2014,Feb,SocSci,Distinction
BBB,F,Wales,Lower Than A Level,20-30%,35-55,0,60,Y,234,-68.0,234.0,keep,0.75,51.75,542.0,558,9,2447,100,10,2014,Feb,SocSci,Pass
BBB,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,234,-141.0,234.0,keep,0.9166666666666666,74.33333333333333,231.0,458,8,1607,95,10,2014,Feb,SocSci,Distinction
BBB,F,South Region,Lower Than A Level,60-70%,0-35,0,150,Y,234,-94.0,234.0,keep,0.3333333333333333,24.916666666666668,1239.0,142,7,401,39,10,2014,Feb,SocSci,Fail
BBB,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,1,180,N,234,-94.0,234.0,keep,0.9166666666666666,75.0,231.0,189,7,395,46,10,2014,Feb,SocSci,Pass
BBB,M,Wales,HE Qualification,80-90%,0-35,0,60,N,234,-47.0,234.0,keep,0.8333333333333334,69.75,383.0,295,9,631,62,10,2014,Feb,SocSci,Pass
BBB,F,East Midlands Region,Lower Than A Level,30-40%,35-55,1,120,N,234,-100.0,234.0,keep,0.8333333333333334,62.083333333333336,348.0,170,7,414,36,10,2014,Feb,SocSci,Pass
BBB,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,120,N,234,-179.0,234.0,keep,0.9166666666666666,78.25,231.0,497,8,1337,118,10,2014,Feb,SocSci,Distinction
BBB,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,234,-36.0,234.0,keep,0.9166666666666666,72.66666666666667,231.0,97,7,196,25,10,2014,Feb,SocSci,Pass
BBB,F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,234,-72.0,234.0,keep,0.9166666666666666,70.25,231.0,112,7,252,27,10,2014,Feb,SocSci,Pass
BBB,F,Scotland,Lower Than A Level,30-40%,0-35,1,120,Y,234,-85.0,234.0,keep,0.9166666666666666,43.0,231.0,131,7,278,53,10,2014,Feb,SocSci,Fail
BBB,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,234,-47.0,234.0,keep,0.5833333333333334,44.0,853.0,75,8,162,19,10,2014,Feb,SocSci,Fail
BBB,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,234,-128.0,234.0,keep,0.4166666666666667,26.916666666666668,1087.0,66,7,129,27,10,2014,Feb,SocSci,Fail
BBB,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,234,-107.0,234.0,keep,0.75,66.83333333333333,619.0,953,8,3859,153,10,2014,Feb,SocSci,Pass
BBB,F,South Region,Lower Than A Level,50-60%,0-35,0,120,N,234,-53.0,234.0,keep,0.6666666666666666,58.166666666666664,512.0,108,7,240,30,10,2014,Feb,SocSci,Pass
